name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
p.t. telekomunikasi indonesia tbk adr,TLK,26.54,"27.87,27.87",27.01,25.53 x 800,None,26.54 , 27.34,25.00 , 33.21,383966,265395,26.634B,0.25,18.05,1.47,N/A ,None
tilly's inc,TLYS,8.98,"9.06,9.06",9.00,7.30 x 800,None,8.88 , 9.22,6.65 , 17.80,245032,228907,270.394M,1.85,7.36,1.22,N/A ,None
toyota motor corp ltd ord adr,TM,135.39,"135.16,135.16",136.65,135.75 x 800,None,135.25 , 138.20,130.07 , 213.74,215110,246475,185.315B,0.62,10.16,13.32,4.41 ,3.16
music acquisition corp [tmac.u],TMA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
music acquisition corp wt [tmac/w],TMA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
the music acquisition corp cl a,TMAC,10.02,"10.02,10.02",10.02,10.01 x 28000,None,10.02 , 10.02,9.67 , 10.02,1452,124865,288.075M,N/A,21.78,0.46,N/A ,None
tencent music entertainment adr,TME,3.7400,"3.7600,3.7600",3.7500,3.7200 x 28000,None,3.6500 , 3.9300,2.9500 , 8.8600,14254995,9183267,6.34B,0.69,17.00,0.2200,N/A ,None
taylor morrison home corp,TMHC,25.62,"26.67,26.67",26.71,25.60 x 800,None,25.62 , 27.08,20.05 , 35.51,996313,1189462,2.776B,1.70,2.89,8.85,N/A ,None
thermo fisher scientific inc,TMO,490.98,"517.69,517.69",516.00,490.99 x 900,None,490.13 , 516.00,478.31 , 672.34,1706963,1338856,192.361B,0.86,27.60,17.79,1.20 ,0.23
timken steel corp,TMST,16.54,"17.78,17.78",17.49,15.50 x 800,None,16.51 , 17.66,12.67 , 26.23,446033,458707,764.56M,1.73,3.95,4.19,N/A ,None
tennant company,TNC,59.49,"58.62,58.62",58.27,47.07 x 800,None,57.76 , 61.59,54.90 , 85.33,122555,67807,1.106B,1.04,22.12,2.69,1.06 ,1.81
terminix global hldgs inc,TMX,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
trinet group inc,TNET,62.75,"64.85,64.85",64.43,25.48 x 2200,None,62.44 , 65.06,62.44 , 109.40,361049,231031,3.905B,1.22,10.78,5.82,N/A ,None
teekay tankers ltd,TNK,33.16,"33.27,33.27",32.92,33.29 x 900,None,32.73 , 34.27,9.89 , 34.27,518813,556742,1.123B,-0.14,N/A,-6.93,N/A ,None
tsakos energy navigation ltd,TNP,17.76,"17.58,17.58",17.58,17.43 x 800,None,17.58 , 18.55,6.95 , 19.20,575492,350642,508.472M,0.07,N/A,-9.52,0.20 ,1.16
travel + leisure co.,TNL,35.48,"37.94,37.94",37.55,34.00 x 1000,None,35.35 , 37.74,33.57 , 63.19,1009556,902207,2.884B,1.72,8.12,4.37,1.60 ,4.21
tsakos energy navigation [tnp/pd],TNP-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tsakos energy navigation [tnp/pf],TNP-F,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
toll brothers inc,TOL,42.24,"43.74,43.74",43.51,41.40 x 800,None,42.22 , 44.41,39.53 , 75.61,1260909,1826010,4.787B,1.41,5.02,8.41,0.77 ,1.76
toast inc cl a,TOST,20.05,"22.01,22.01",21.98,19.85 x 1300,None,19.85 , 22.12,11.91 , 64.05,6837124,5553031,10.358B,N/A,N/A,-1.35,N/A ,None
turning point brands,TPB,22.36,"23.09,23.09",22.86,21.70 x 900,None,22.34 , 23.07,18.81 , 42.62,140370,177509,392.731M,0.50,11.07,2.02,0.24 ,1.02
tutor perini corp,TPC,6.99,"7.46,7.46",7.45,7.08 x 800,None,6.98 , 7.46,5.40 , 15.67,312881,392692,358.99M,1.37,7.13,0.98,N/A ,None
tpg pace beneficial fin corp [tpgy.u],TPG.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tpg pace beneficial finance corp cl a,TPGY,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tri pointe homes inc,TPH,16.58,"17.00,17.00",17.03,10.00 x 1100,None,16.52 , 17.39,14.59 , 28.29,962999,1183182,1.673B,1.40,3.52,4.71,N/A ,None
tapestry inc,TPR,30.59,"32.16,32.16",31.97,30.22 x 1000,None,30.55 , 32.03,26.39 , 47.05,3471144,3599529,7.404B,1.38,9.65,3.17,1.20 ,3.79
tempur-pedic international inc,TPX,25.04,"26.96,26.96",26.51,24.11 x 900,None,24.99 , 26.87,20.03 , 48.97,3077021,1947254,4.312B,1.75,8.52,2.94,0.40 ,1.48
tpg pace beneficial finance corp cl a,TPGY,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
triplepoint venture growth bdc,TPVG,12.43,"12.72,12.72",12.61,12.00 x 1000,None,12.29 , 12.79,10.41 , 19.25,277241,274976,437.979M,1.70,8.75,1.42,1.44 ,11.19
tortoise power and energy,TPZ,13.17,"13.37,13.37",13.42,12.57 x 1300,None,13.17 , 13.44,11.91 , 14.99,13304,21256,85.93M,N/A,10.05,1.31,1.26 ,9.42
terra property trust 6.00% notes,TPTA,18.99,"18.95,18.95",19.22,18.00 x 900,None,18.99 , 19.22,16.22 , 25.57,2468,2246,N/A,N/A,N/A,N/A,N/A ,None
tootsie roll industries,TR,39.25,"39.78,39.78",39.70,36.24 x 1200,None,39.07 , 40.04,30.50 , 41.20,146907,84493,2.753B,0.01,38.48,1.02,0.36 ,0.90
trine ii acquisition corp [traq.u],TRA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
trine ii acquisition corp wt [traq/w],TRA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
trine ii acquisition corp cl a,TRAQ,10.14,"10.12,10.12",10.11,10.08 x 1200,None,10.11 , 10.14,9.72 , 10.16,548,79662,524.745M,N/A,26.00,0.39,N/A ,None
tejon ranch company,TRC,16.69,"16.75,16.75",16.81,6.84 x 800,None,16.51 , 17.22,14.31 , 21.69,41986,43835,442.148M,0.61,61.81,0.27,N/A ,None
twin ridge cap acquisition corp [trca.u],TRC.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
twin ridge cap acquisition corp wt [trca/w],TRC.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
twin ridge capital acquisition corp cl a,TRCA,9.97,"9.97,9.97",9.98,9.83 x 3000,None,9.97 , 9.98,9.67 , 10.00,2301,42637,265.561M,N/A,35.61,0.28,N/A ,None
trex company,TREX,39.31,"40.39,40.39",43.58,0.00 x 1200,None,39.31 , 40.00,39.31 , 140.98,15575,1382798,4.314B,1.49,19.08,2.06,N/A ,None
targa resources,TRGP,66.30,"67.00,67.00",68.07,45.00 x 900,None,65.97 , 66.79,47.57 , 81.50,14197,2429070,15.021B,2.33,73.67,0.90,1.40 ,2.09
tristar acquisition i corp [tris.u],TRI.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tristar acquisition i corp wt [tris/w],TRI.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tristar acquisition i corp cl a,TRIS,10.01,"9.96,9.96",10.01,9.83 x 1200,None,10.01 , 10.01,9.69 , 10.01,140,17010,287.788M,N/A,18.99,0.53,N/A ,None
trinity industries,TRN,27.26,"27.62,27.62",28.60,19.77 x 1200,None,27.13 , 27.26,20.94 , 35.35,7615,623946,2.219B,1.38,37.34,0.73,0.92 ,3.33
terreno realty corp,TRNO,54.80,"55.98,55.98",56.57,0.00 x 1300,None,54.80 , 55.97,50.36 , 86.00,4624,449137,4.14B,0.81,23.93,2.29,1.60 ,2.79
tronox inc,TROX,11.24,"11.51,11.51",12.06,11.40 x 1000,None,11.24 , 11.31,11.14 , 25.95,9933,1324893,1.736B,1.85,3.00,3.75,0.50 ,4.16
tc energy corp,TRP,43.48,"44.03,44.03",43.84,0.00 x 1400,None,43.37 , 43.52,39.11 , 59.38,23861,1974046,44.284B,0.86,18.42,2.36,2.65 ,6.01
turquoise hill resources ltd,TRQ,30.51,"30.75,30.75",31.34,30.40 x 900,None,30.50 , 30.68,9.75 , 32.09,45958,1812178,6.147B,1.62,10.74,2.84,N/A ,None
triton intl ltd [trtn/pa],TRT-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
triton intl ltd [trtn/pb],TRT-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
triton intl ltd [trtn/pc],TRT-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
triton intl ltd [trtn/pd],TRT-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
triton intl ltd [trtn/pe],TRT-E,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tpg re finance trust inc 6.25% ser c [trtx/pc],TRT-P,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tortoiseecofin acquisition iii [trtl.u],TRT.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tortoiseecofin acquisition iii cl a,TRTL,9.90,"9.89,9.89",9.90,9.75 x 1400,None,9.90 , 9.90,9.61 , 9.92,1700,112992,426.937M,N/A,N/A,N/A,N/A ,None
triton international ltd,TRTN,59.38,"60.13,60.13",61.90,60.30 x 800,None,59.38 , 59.99,48.64 , 72.34,6283,480612,3.683B,1.46,5.84,10.16,2.60 ,4.19
tortoiseecofin acquisition iii wt [trtl/w],TRT.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tpg re finance trust inc,TRTX,6.80,"7.24,7.24",7.55,0.00 x 1000,None,6.80 , 7.17,6.68 , 13.63,54824,296965,526.73M,N/A,7.02,0.97,0.96 ,11.37
transunion,TRU,52.83,"54.16,54.16",56.22,50.00 x 900,None,52.83 , 53.29,52.83 , 120.48,22980,1357575,10.18B,1.34,40.64,1.30,0.42 ,0.71
the travelers companies inc,TRV,181.50,"182.31,182.31",182.11,179.02 x 1000,None,180.84 , 182.30,145.40 , 187.98,28545,1302512,42.534B,0.61,13.28,13.67,3.72 ,2.04
tenaris s.a. adr,TS,30.93,"30.92,30.92",31.41,30.93 x 800,None,30.82 , 30.98,19.40 , 34.76,84409,2043175,18.26B,1.72,9.92,3.12,0.82 ,2.61
trinseo s.a.,TSE,19.47,"19.84,19.84",20.08,0.00 x 800,None,19.22 , 19.77,17.54 , 60.00,25192,529023,680.742M,1.41,5.58,3.49,1.28 ,6.80
tcw strategic,TSI,4.6395,"4.6400,4.6400",4.6200,1.8600 x 1400,None,4.6300 , 4.6550,4.5100 , 5.8900,60605,84632,221.7M,0.35,22.09,0.2100,0.24 ,5.21
tpg specialty lending inc,TSLX,18.08,"18.20,18.20",18.25,17.97 x 800,None,17.96 , 18.08,16.02 , 24.74,41496,483256,1.465B,1.06,10.96,1.65,1.68 ,9.25
taiwan semiconductor adr,TSM,60.07,"60.52,60.52",62.50,60.00 x 1000,None,59.88 , 60.23,59.51 , 145.00,645566,12663635,311.528B,1.14,13.17,4.56,1.84 ,3.00
tyson foods,TSN,66.55,"67.44,67.44",67.74,66.88 x 1000,None,66.39 , 67.00,62.94 , 100.72,49172,2269678,23.933B,0.73,6.01,11.08,1.84 ,2.71
tcw special purpose acquisition [tspq.u],TSP.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tcw special purpose acquisition [tspq/w],TSP.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tcw special purpose acquisition corp cl a,TSPQ,9.91,"9.93,9.93",9.93,9.90 x 1300,None,9.91 , 9.93,9.63 , 9.94,1205,156120,574.697M,N/A,43.09,0.23,N/A ,None
townsquare media llc,TSQ,7.79,"7.62,7.62",7.43,7.07 x 1300,None,7.40 , 7.92,7.14 , 15.33,32326,31662,133.624M,1.58,7.64,1.02,N/A ,None
trane technologies plc,TT,159.75,"160.81,160.81",162.01,66.42 x 800,None,158.98 , 160.08,120.64 , 204.23,33264,1368493,37.017B,1.19,25.04,6.38,2.68 ,1.68
toro company,TTC,101.36,"102.40,102.40",105.11,100.66 x 800,None,101.06 , 101.62,71.86 , 107.76,10523,451810,10.563B,0.70,27.77,3.65,1.20 ,1.14
totalenergies se adr,TTE,55.04,"54.79,54.79",56.10,55.06 x 1300,None,54.86 , 55.06,44.61 , 61.15,160268,2354978,138.963B,0.96,6.29,8.75,2.78 ,5.07
tetra technologies,TTI,4.0800,"4.0300,4.0300",4.0200,4.0100 x 1300,None,3.9800 , 4.0800,2.3200 , 5.8200,48422,1091315,524.77M,2.60,58.29,0.0700,N/A ,None
tata motors ltd adr,TTM,24.95,"25.27,25.27",25.58,24.82 x 900,None,24.94 , 25.07,22.92 , 35.38,28121,681515,19.111B,2.05,N/A,-1.91,N/A ,None
tortoise pipeline & energy fund,TTP,29.19,"29.25,29.25",29.20,26.65 x 1000,None,29.19 , 29.19,21.16 , 31.67,1231,7650,65.029M,2.04,3.39,8.62,2.36 ,8.07
telus corp,TU,20.18,"20.62,20.62",20.77,20.01 x 900,None,20.11 , 20.24,18.85 , 27.50,71158,1301362,28.72B,0.60,20.59,0.98,0.98 ,4.72
tupperware corp,TUP,4.1000,"4.5100,4.5100",5.0700,4.4000 x 1100,None,3.9600 , 4.5200,3.9600 , 21.1000,490231,1177535,182.291M,2.40,2.50,1.6400,N/A ,None
tuya inc adr,TUYA,0.8767,"0.9034,0.9034",0.8681,0.8400 x 1800,None,0.8767 , 0.8767,0.7700 , 7.4100,7829,685623,493.681M,N/A,N/A,-0.3390,N/A ,None
grupo televisa s.a. adr,TV,5.16,"5.26,5.26",5.34,5.13 x 4000,None,5.14 , 5.24,5.02 , 11.90,62989,1736800,2.918B,N/A,5.80,0.89,0.09 ,1.69
tennessee valley authority,TVC,21.38,"21.38,21.38",21.43,18.37 x 800,None,21.20 , 21.45,20.16 , 27.37,1,18714,11.225M,N/A,N/A,N/A,N/A ,None
tennessee valley authority,TVE,20.48,"20.48,20.48",20.53,17.59 x 800,None,20.34 , 20.75,19.81 , 26.80,24546,17287,10.752M,N/A,N/A,N/A,N/A ,None
titan international,TWI,14.55,"14.62,14.62",15.00,14.23 x 900,None,14.34 , 14.55,6.69 , 19.81,31038,375100,913.633M,2.30,7.03,2.07,N/A ,None
twilio,TWLO,66.16,"67.39,67.39",73.92,66.01 x 800,None,66.02 , 67.50,62.10 , 317.00,218751,4247459,12.127B,1.49,N/A,-5.43,N/A ,None
taiwan fund,TWN,19.02,"19.24,19.24",19.23,19.12 x 1000,None,19.02 , 19.02,18.36 , 39.79,1480,15675,142.089M,N/A,1.84,10.35,0.48 ,2.50
tailwind intl acquisition corp [twni.u],TWN.S,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tailwind intl acquisition corp wt [twni/w],TWN.T,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tailwind intl acquisition corp wt [twnd/w],TWN.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
tailwind acquisition corp cl a,TWND,10.08,"10.08,10.08",10.08,0.00 x 1300,None,10.08 , 10.08,9.75 , 10.18,2813,73793,336.89M,0.01,9.69,1.04,N/A ,None
tailwind international acquisition corp cl a,TWNI,9.97,"9.97,9.97",9.98,9.85 x 3000,None,9.97 , 9.98,9.66 , 9.98,2,70450,429.956M,N/A,36.93,0.27,N/A ,None
two harbors invt corp,TWO,13.46,"14.06,14.06",13.99,0.00 x 900,None,13.38 , 13.88,12.12 , 26.18,109425,961994,1.159B,1.65,5.43,2.48,2.72 ,19.35
two harbors invt corp [two/pa],TWO-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
two harbors invt corp [two/pb],TWO-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
two harbors invt corp [two/pc],TWO-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
two cl a,TWOA,9.96,"9.97,9.97",9.96,9.81 x 1400,None,9.95 , 9.97,9.65 , 9.98,497,67285,273.159M,N/A,N/A,-0.04,N/A ,None
twitter inc,TWTR,53.70,"53.35,53.35",53.91,0.00 x 800,None,53.70 , 54.00,31.30 , 54.93,75139089,18361024,41.094B,0.53,214.80,0.25,N/A ,None
ternium s.a. adr,TX,26.81,"27.63,27.63",28.85,27.55 x 900,None,26.01 , 27.54,26.01 , 50.36,39291,327434,5.262B,1.46,1.40,19.10,2.60 ,9.03
tri continental corp,TY,26.63,"26.96,26.96",27.20,26.64 x 1800,None,26.60 , 26.80,25.23 , 35.91,5643,54448,1.447B,0.96,3.19,8.35,1.12 ,4.07
textron inc,TXT,66.35,"67.20,67.20",68.05,65.80 x 1000,None,66.07 , 66.50,57.11 , 79.45,13063,1226871,13.851B,1.50,17.14,3.87,0.08 ,0.12
tri contl corp [ty/p],TY.P,None,"N/A,N/A",N/A,N/A,None,None,None,None,None,None,N/A,N/A,N/A,N/A,N/A,None,None
tortoise energy infrastructure corp,TYG,32.85,"32.85,32.85",33.61,32.18 x 2900,None,32.85 , 34.00,25.76 , 36.85,36270,53526,391.831M,2.28,3.57,9.19,2.84 ,8.45
tyler technologies,TYL,294.61,"296.56,296.56",313.39,291.29 x 1000,None,292.76 , 294.61,292.76 , 557.55,5440,221312,12.268B,0.90,68.35,4.31,N/A ,None
unity software inc,U,26.83,"26.59,26.59",28.85,26.55 x 1400,None,26.29 , 26.92,26.29 , 210.00,663010,8391375,8.062B,1.97,N/A,-2.10,N/A ,None
under armour inc cl c,UA,6.98,"6.25,6.25",6.69,6.61 x 1100,None,6.52 , 7.00,5.74 , 23.00,634366,3514363,3.381B,1.41,14.54,0.48,N/A ,None
under armour,UAA,8.02,"7.10,7.10",7.64,7.58 x 1100,None,7.46 , 8.04,6.38 , 27.28,1478265,7451960,3.438B,1.41,16.72,0.48,N/A ,None
cvr partners lp,UAN,112.71,"113.88,113.88",119.73,111.81 x 1100,None,111.14 , 113.44,74.56 , 179.74,11186,94304,1.191B,1.48,3.91,28.82,19.32 ,16.03
urstadt biddle properties inc,UBA,18.20,"18.54,18.54",18.88,18.24 x 1100,None,18.20 , 18.26,15.07 , 21.66,2969,131746,730.124M,1.10,30.33,0.60,0.95 ,5.12
uber technologies inc,UBER,28.57,"28.81,28.81",29.57,28.03 x 1200,None,28.01 , 28.62,19.90 , 48.74,1975327,27041514,56.566B,1.17,N/A,-3.33,N/A ,None
urstadt biddle properties inc,UBP,18.54,"18.54,18.54",19.00,7.70 x 900,None,18.54 , 19.25,14.76 , 19.97,2753,3793,743.764M,1.10,30.90,0.60,0.86 ,4.63
urstadt biddle pptys inc [ubp/ph],UBP-H,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
urstadt biddle properties inc 5.875% prf perpetu,UBP-K,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ubs group ag adr,UBS,15.68,"15.72,15.72",15.92,15.62 x 1400,None,15.60 , 15.68,13.80 , 21.49,164954,2649171,50.165B,1.13,7.40,2.12,0.50 ,3.15
united dominion realty trust,UDR,37.90,"38.84,38.84",39.68,37.10 x 800,None,37.77 , 38.39,37.22 , 61.06,73988,2253125,20.686B,0.70,75.80,0.50,1.52 ,3.91
urban edge properties,UE,13.24,"13.81,13.81",14.03,8.02 x 800,None,12.98 , 13.27,12.91 , 19.96,39622,920123,1.621B,1.53,16.97,0.78,0.63 ,4.44
unifi inc,UFI,9.46,"9.39,9.39",9.10,8.99 x 800,None,9.04 , 9.52,7.96 , 25.70,11092,173126,170.282M,1.03,11.68,0.81,N/A ,None
ugi corp,UGI,34.18,"34.70,34.70",35.43,34.28 x 800,None,34.04 , 34.45,31.19 , 47.04,32098,1124471,7.157B,1.06,5.44,6.28,1.44 ,4.08
ugi corp,UGIC,82.86,"83.85,83.85",84.61,33.86 x 1000,None,82.86 , 82.86,77.69 , 106.57,120,8342,N/A,1.06,11.79,7.03,7.25 ,8.61
ultrapar participacoes s.a. adr,UGP,2.7300,"2.6800,2.6800",2.7900,2.7200 x 1800,None,2.7050 , 2.7300,2.1300 , 3.2100,80875,1231262,2.973B,1.11,16.06,0.1700,0.15 ,5.50
universal health services,UHS,110.82,"113.13,113.13",117.49,109.97 x 800,None,110.82 , 111.64,82.50 , 158.28,19178,723642,8.086B,1.20,11.54,9.60,0.80 ,0.68
universal health realty income trust,UHT,46.81,"48.08,48.08",48.50,47.32 x 900,None,46.80 , 47.46,40.92 , 61.32,2839,52140,646.012M,0.80,6.02,7.77,2.84 ,5.85
ubiquiti networks,UI,329.39,"335.53,335.53",346.99,322.92 x 1000,None,329.39 , 329.42,218.15 , 350.63,825,52606,19.905B,1.35,54.09,6.09,2.40 ,0.70
unilever plc adr,UL,44.62,"44.92,44.92",45.40,44.54 x 2200,None,44.50 , 44.64,42.44 , 54.36,148139,2742789,114.596B,0.12,19.83,2.25,1.80 ,3.95
unisys corp,UIS,8.70,"8.88,8.88",9.14,0.00 x 800,None,8.58 , 8.71,7.23 , 23.10,5192,404860,589.733M,0.86,N/A,-5.18,N/A ,None
united microelectronics corp adr,UMC,5.88,"5.89,5.89",6.02,5.91 x 28000,None,5.87 , 5.91,5.36 , 12.68,862466,8856256,15.069B,1.23,6.68,0.88,0.50 ,8.43
umh properties,UMH,16.91,"17.12,17.12",17.50,16.85 x 1100,None,16.91 , 17.01,15.14 , 27.50,4085,253725,931.146M,1.24,84.55,0.20,0.80 ,4.56
unifirst corp,UNF,179.07,"180.70,180.70",185.01,170.94 x 900,None,178.38 , 180.45,154.72 , 214.66,2909,55843,3.343B,0.93,32.80,5.46,1.24 ,0.66
umh pptys inc [umh/pd],UMH-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
united nat foods,UNFI,41.74,"42.19,42.19",41.85,40.58 x 1100,None,41.73 , 41.97,32.90 , 57.89,5404,423196,2.434B,0.99,10.36,4.03,N/A ,None
unitedhealth group inc,UNH,545.43,"543.43,543.43",544.41,540.00 x 1100,None,538.13 , 545.43,436.00 , 558.10,164175,2509742,510.186B,0.75,26.72,20.41,6.60 ,1.19
unumprovident corp,UNM,44.85,"44.90,44.90",45.68,44.25 x 800,None,44.06 , 44.85,22.25 , 46.64,88908,1528628,8.969B,N/A,8.23,5.45,1.32 ,2.89
unum group 6.250% junior,UNMA,22.20,"22.20,22.20",22.30,21.00 x 900,None,22.10 , 22.51,22.10 , 27.68,15757,16137,N/A,N/A,4.61,N/A,None,None
union pacific corp,UNP,191.68,"192.53,192.53",196.35,190.40 x 900,None,190.22 , 192.04,183.70 , 278.94,88210,2862096,117.845B,1.15,17.11,11.20,5.20 ,2.64
univar inc,UNVR,26.26,"26.95,26.95",27.40,26.43 x 1100,None,26.09 , 26.55,21.49 , 34.00,71536,1164395,4.38B,1.63,7.75,3.39,N/A ,None
wheels up experience inc,UP,1.5300,"1.5300,1.5300",1.7700,1.5000 x 1300,None,1.5050 , 1.5801,0.9900 , 8.1000,92973,1599193,374.042M,N/A,N/A,-1.1170,N/A ,None
wheels up experience inc wt,UP.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
uphealth inc,UPH,0.5494,"0.5247,0.5247",0.5100,0.5194 x 800,None,0.5494 , 0.5494,0.4400 , 3.6200,234,294610,80.88M,0.26,N/A,-2.5160,N/A ,None
uphealth inc wt,UPH.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
united parcel service,UPS,160.62,"164.58,164.58",166.15,162.29 x 1100,None,160.62 , 162.58,154.87 , 233.72,308150,2990171,138.938B,1.12,12.59,12.76,6.08 ,3.63
united rentals,URI,307.23,"309.45,309.45",319.76,302.50 x 900,None,303.31 , 307.71,230.54 , 414.99,18283,683909,21.294B,1.85,10.70,28.71,N/A ,None
liberty all-star equity fund,USA,5.84,"5.90,5.90",6.05,5.80 x 2900,None,5.80 , 5.84,5.41 , 9.03,61383,734126,1.519B,1.11,3.46,1.69,0.64 ,10.53
usa compression partners lp,USAC,17.74,"17.78,17.78",18.16,17.53 x 3200,None,17.50 , 17.74,14.21 , 20.14,31734,123048,1.738B,1.54,N/A,-0.37,2.10 ,11.60
u.s. bancorp,USB,40.92,"41.75,41.75",42.58,41.21 x 1000,None,40.86 , 41.30,38.39 , 63.57,644144,8607523,60.798B,0.99,9.77,4.19,1.92 ,4.48
us bancorp [usb/pa],USB-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
us bancorp [usb/ph],USB-H,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
us bancorp [usb/pp],USB-P,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
us bancorp [usb/pq],USB-Q,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
us bancorp [usb/pr],USB-R,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
u.s. bancorp,USB-S,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
usd partners lp,USDP,4.1000,"4.0700,4.0700",4.5900,4.0600 x 4000,None,4.1000 , 4.1000,3.8600 , 6.9000,2551,59432,136.856M,1.24,6.03,0.6800,0.49 ,12.14
usertesting inc,USER,7.41,"7.40,7.40",7.38,7.39 x 4000,None,7.39 , 7.42,3.31 , 15.98,179589,1010209,1.072B,N/A,N/A,-0.82,N/A ,None
united states cellular corp,USM,31.14,"31.16,31.16",30.77,31.25 x 3200,None,31.10 , 31.61,25.39 , 33.67,11378,130721,2.664B,0.63,20.90,1.49,N/A ,None
usana health sciences inc,USNA,50.20,"51.21,51.21",54.06,50.52 x 1000,None,50.20 , 50.52,50.20 , 103.95,876,61560,963.699M,0.77,12.33,4.07,N/A ,None
us foods holding,USFD,28.31,"28.74,28.74",29.37,28.29 x 1800,None,28.24 , 28.49,25.49 , 39.73,36437,1480943,6.357B,1.39,40.44,0.70,N/A ,None
