name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
tekkorp digital acquisition corp,TEKKU,10.02,"10.03,10.03",10.02,0.00 x 1100,None,10.02 , 10.02,9.85 , 10.80,221,3694,N/A,N/A,70.56,0.14,N/A ,None
tekkorp digital acquisition corp wt,TEKKW,0.0004,"0.0006,0.0006",0.9116,0.9100 x 800,None,0.0003 , 0.0006,0.0003 , 1.0000,108825,137500,N/A,N/A,N/A,N/A,N/A ,None
tela bio inc,TELA,8.06,"7.86,7.86",8.12,7.91 x 4000,None,7.82 , 8.13,5.15 , 13.90,29053,68431,154.41 ,1.28,N/A,-2.49,N/A ,None
tenable holdings inc,TENB,35.70,"36.12,36.12",36.13,35.72 x 2200,None,34.77 , 36.94,28.80 , 63.61,1336696,918456,4.017 ,1.32,N/A,-0.59,N/A ,None
tenx keane acquisition,TENKU,10.08,"10.12,10.12",10.07,0.00 x 3100,None,10.08 , 10.08,10.03 , 10.12,510,156927,N/A,N/A,N/A,N/A,N/A ,None
tenax therapeutics,TENX,0.0951,"0.1086,0.1086",0.1050,0.0952 x 1400,None,0.0855 , 0.1110,0.0855 , 1.5800,7602455,1226145,2.851 ,2.11,N/A,-0.4920,N/A ,None
teradyne inc,TER,84.72,"80.09,80.09",82.75,84.61 x 900,None,81.31 , 84.83,67.81 , 168.91,2339481,1820762,13.283 ,1.52,19.08,4.44,0.44 ,0.54
tessco tech inc,TESS,4.7300,"4.7500,4.7500",4.7200,4.1000 x 800,None,4.7000 , 4.7900,4.0300 , 8.3200,3638,17889,43.542 ,0.91,52.56,0.0900,N/A ,None
terns pharmaceuticals inc,TERN,7.17,"7.24,7.24",7.60,3.78 x 1100,None,6.97 , 7.60,1.45 , 10.69,110789,390231,269.691 ,N/A,N/A,-2.01,N/A ,None
tech and energy transition corp cl a,TETC,9.95,"9.94,9.94",9.95,9.91 x 1800,None,9.95 , 9.95,9.63 , 10.30,275,53784,478.844 ,N/A,30.15,0.33,N/A ,None
tech and energy transition corp,TETCU,9.94,"9.93,9.93",9.94,7.62 x 1800,None,9.94 , 9.94,8.94 , 10.15,100,2412,N/A,N/A,130.79,0.08,N/A ,None
tech and energy transition corp wt,TETCW,0.0902,"0.0306,0.0306",N/A,N/A x N/A,None,0.0306 , 0.0902,0.0306 , 0.0902,17388,N/A,N/A,N/A,N/A,N/A,N/A ,None
technology & telecom acquisition cl a,TETE,10.17,"10.17,10.17",10.20,10.16 x 800,None,10.15 , 10.20,9.88 , 10.22,66606,17854,151.609 ,N/A,N/A,N/A,N/A ,None
technology & telecom acquisition corp,TETEU,10.19,"10.19,10.19",10.19,4.08 x 900,None,10.18 , 10.20,9.99 , 11.11,67829,2754,N/A,N/A,N/A,N/A,N/A ,None
technology & telecom acquisition corp wt,TETEW,0.0400,"0.0401,0.0401",0.0400,0.0400 x 1200,None,0.0400 , 0.0400,0.0400 , 0.0400,200,N/A,N/A,N/A,N/A,N/A,N/A ,None
tfs financial corp,TFSL,13.78,"13.64,13.64",13.82,13.77 x 900,None,13.66 , 13.92,12.45 , 20.34,236754,241164,3.862 ,0.53,53.00,0.26,1.13 ,8.07
target global acquisition i corp cl a,TGAA,10.15,"10.15,10.15",10.15,10.12 x 2900,None,10.15 , 10.15,9.73 , 10.15,181,36134,272.65 ,N/A,N/A,-0.02,N/A ,None
transglobe energy cp,TGA,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
target global acquisition i corp,TGAAU,10.12,"10.10,10.10",10.12,4.18 x 1400,None,10.12 , 10.12,9.00 , 10.12,301,2256,N/A,N/A,N/A,-0.02,N/A ,None
target global acquisition i corp wt,TGAAW,0.0701,"0.0801,0.0801",0.0850,0.0700 x 1100,None,0.0701 , 0.0997,0.0701 , 0.0997,24167,N/A,N/A,N/A,N/A,N/A,N/A ,None
transphorm inc,TGAN,7.15,"6.90,6.90",6.97,5.05 x 800,None,6.72 , 7.16,3.38 , 9.14,38395,48121,404.798 ,0.10,N/A,-0.22,N/A ,None
treasure global inc,TGL,1.8500,"1.5200,1.5200",1.5500,1.8000 x 1400,None,1.5500 , 1.8500,1.5200 , 19.8000,76209,1006416,31.681 ,N/A,N/A,N/A,N/A ,None
tg therapeuticscmn,TGTX,5.84,"5.88,5.88",5.97,5.86 x 3200,None,5.47 , 6.04,3.48 , 35.94,1845371,2576912,848.4 ,2.20,N/A,-2.46,N/A ,None
tg venture acquisition corp cl a,TGVC,10.03,"10.03,10.03",10.05,10.03 x 1400,None,10.03 , 10.05,9.78 , 10.42,2,14193,144.899 ,N/A,N/A,-0.57,N/A ,None
tg venture acquisition corp units,TGVCU,10.00,"10.00,10.00",10.00,4.10 x 800,None,10.00 , 10.00,9.85 , 10.43,150,1642,N/A,N/A,N/A,-0.57,N/A ,None
tg venture acquisition corp wt,TGVCW,0.0400,"0.0401,0.0401",0.0400,0.0300 x 1200,None,0.0400 , 0.0400,0.0400 , 0.5200,500,21281,N/A,N/A,N/A,N/A,N/A ,None
target hospitality corp,TH,11.61,"11.72,11.72",12.20,11.60 x 900,None,11.56 , 12.20,2.72 , 15.67,278210,712085,1.129 ,2.90,33.17,0.35,N/A ,None
thrive acquisition corp cl a,THAC,10.22,"10.22,10.22",10.22,10.21 x 2200,None,10.22 , 10.22,9.83 , 12.97,127117,48290,220.369 ,N/A,24.16,0.42,N/A ,None
thrive acquisition corp,THACU,10.22,"10.22,10.22",10.22,4.79 x 1400,None,10.22 , 10.22,9.94 , 11.19,2679,944,N/A,N/A,24.16,0.42,N/A ,None
thrive acquisition corp wt,THACW,0.0500,"0.0500,0.0500",0.0600,0.0500 x 1200,None,0.0500 , 0.0600,0.0500 , 0.0600,12139,N/A,N/A,N/A,N/A,N/A,N/A ,None
tuscan holdings corp ii,THCA,10.43,"10.41,10.41",10.44,10.40 x 800,None,10.42 , 10.45,10.13 , 13.77,13017,18765,76.715 ,0.12,"1,042.95",0.01,N/A ,None
tuscan holdings corp ii wt,THCAW,0.0663,"0.0697,0.0697",0.6400,0.6018 x 1400,None,0.0590 , 0.0700,0.0590 , 0.0700,20,N/A,N/A,N/A,N/A,N/A,N/A ,None
th international limited,THCH,3.6300,"3.3500,3.3500",3.5000,3.2000 x 900,None,3.3500 , 3.8700,2.9800 , 10.5450,96420,125342,538.529 ,N/A,N/A,N/A,N/A ,None
th international limited wt,THCHW,0.1634,"0.1551,0.1551",0.1865,0.1565 x 900,None,0.1574 , 0.1967,0.1574 , 0.1967,44534,N/A,N/A,N/A,N/A,N/A,N/A ,None
thunder bridge capital partners iv inc cl a,THCP,9.81,"9.80,9.80",9.80,9.76 x 1000,None,9.80 , 9.81,9.60 , 10.30,220473,48582,296.399 ,N/A,122.63,0.08,N/A ,None
thunder bridge capital partners iv inc,THCPU,9.80,"9.79,9.79",9.80,3.96 x 27000,None,9.80 , 9.80,9.70 , 10.48,100,2246,N/A,N/A,337.93,0.03,N/A ,None
thunder bridge capital partners iv inc wt,THCPW,0.0985,"0.0795,0.0795",N/A,N/A x N/A,None,0.0985 , 0.1260,0.0985 , 0.1260,1100,N/A,N/A,N/A,N/A,N/A,N/A ,None
first finl corp [in],THFF,48.34,"47.46,47.46",47.62,19.25 x 900,None,47.62 , 48.39,41.50 , 49.00,23992,39364,581.143 ,0.59,9.57,5.05,1.08 ,2.23
thermogenesis holdings inc,THMO,0.0934,"0.0933,0.0933",0.0901,0.0930 x 1000,None,0.0900 , 0.0965,0.0900 , 1.8900,1731038,1312632,4.026 ,2.56,N/A,-0.9060,N/A ,None
third harmonic bio inc,THRD,20.80,"21.81,21.81",21.27,17.00 x 800,None,20.33 , 22.16,16.00 , 24.59,59111,165902,838.841 ,N/A,N/A,N/A,N/A ,None
gentherm inc,THRM,65.71,"60.56,60.56",61.76,26.25 x 800,None,61.76 , 66.00,49.45 , 99.00,341717,185493,2.179 ,1.23,39.58,1.66,N/A ,None
thorne healthtech inc,THRN,4.8400,"4.7600,4.7600",4.7100,1.8800 x 900,None,4.6500 , 4.8400,4.0000 , 10.1260,9427,45289,255.272 ,N/A,96.80,0.0500,N/A ,None
thryv holdings inc,THRY,17.79,"18.74,18.74",18.93,7.10 x 900,None,17.64 , 19.06,17.64 , 42.99,558693,338026,612.652 ,0.91,5.08,3.50,N/A ,None
theseus pharmaceuticals inc,THRX,4.9200,"5.2300,5.2300",5.2900,4.2400 x 1800,None,4.0100 , 5.8900,4.0100 , 20.7800,1190527,48354,190.47 ,N/A,N/A,-1.7570,N/A ,None
theratechnologies inc,THTX,1.9300,"1.9100,1.9100",1.9300,1.8500 x 1000,None,1.8700 , 1.9300,1.7800 , 3.6500,9269,115256,183.623 ,1.48,N/A,-0.3670,N/A ,None
target hospitality corp wt,THWWW,3.2700,"3.3500,3.3500",0.4000,0.4000 x 1400,None,3.2500 , 3.4600,3.2500 , 3.4600,9631,N/A,N/A,N/A,N/A,N/A,N/A ,None
trean insurance group inc,TIG,2.8800,"2.9300,2.9300",2.9600,2.8400 x 2900,None,2.8400 , 3.0300,2.8400 , 10.8700,171352,117828,147.462 ,0.64,5.54,0.5200,N/A ,None
millicom international cellular s.a.,TIGO,11.80,"11.38,11.38",11.64,9.97 x 800,None,11.55 , 11.97,10.22 , 37.00,113278,165765,2.017 ,0.97,2.13,5.53,N/A ,None
up fintech holding ltd adr,TIGR,4.1700,"3.8500,3.8500",4.0200,4.1600 x 4000,None,3.9600 , 4.1950,2.6800 , 7.7700,2023770,1163334,641.896 ,1.07,37.91,0.1100,N/A ,None
instil bio inc,TIL,2.5300,"2.6100,2.6100",2.7000,2.5200 x 2200,None,2.4650 , 2.7000,2.4600 , 23.2150,735749,482659,328.126 ,N/A,N/A,-1.4500,N/A ,None
interface inc,TILE,10.22,"10.68,10.68",10.15,8.00 x 1100,None,9.54 , 10.37,8.90 , 18.03,326215,240404,600.552 ,1.82,9.55,1.07,0.04 ,0.35
tio tech a cl a,TIOA,9.96,"9.96,9.96",9.96,9.81 x 1000,None,9.96 , 9.96,9.64 , 9.97,15063,60696,429.529 ,N/A,N/A,N/A,N/A ,None
tio tech a units,TIOAU,9.96,"9.96,9.96",9.96,4.10 x 1400,None,9.96 , 9.96,9.70 , 10.49,2100,8507,N/A,N/A,N/A,N/A,N/A ,None
tio tech a wt,TIOAW,0.0300,"0.0500,0.0500",N/A,N/A x N/A,None,0.0299 , 0.0336,0.0299 , 0.0336,20300,N/A,N/A,N/A,N/A,N/A,N/A ,None
tiptree fncl cl a,TIPT,12.54,"12.30,12.30",12.34,8.11 x 900,None,12.31 , 12.80,9.84 , 16.54,79763,49300,455.301 ,1.09,50.16,0.25,0.16 ,1.28
tian ruixiang holdings ltd cl a,TIRX,0.5899,"0.5729,0.5729",0.6147,0.5650 x 900,None,0.5643 , 0.6148,0.5100 , 3.3900,14073,82917,8.221 ,N/A,N/A,-0.2260,N/A ,None
titan machinery inc,TITN,34.48,"33.80,33.80",34.24,34.38 x 1100,None,33.77 , 35.07,21.50 , 38.58,99874,156695,778.141 ,1.60,8.96,3.85,N/A ,None
tivic health systems inc,TIVC,1.5600,"1.4500,1.4500",1.5000,1.4000 x 900,None,1.4000 , 1.6100,1.2100 , 6.5000,37969,54487,15.097 ,N/A,N/A,-1.7570,N/A ,None
yoshitsu co ltd adr,TKLF,1.3000,"1.3500,1.3500",1.3300,1.2900 x 4000,None,1.2800 , 1.3300,1.1000 , 43.0000,10346,140656,47.125 ,N/A,13.00,0.1000,N/A ,None
alpha teknova inc,TKNO,4.5900,"4.5700,4.5700",4.6500,1.8500 x 1100,None,4.2400 , 4.6600,3.0200 , 27.6000,47707,90985,128.889 ,N/A,N/A,-0.6600,N/A ,None
tandy leather fctry,TLF,4.0200,"4.0800,4.0800",4.1000,4.0200 x 1000,None,4.0200 , 4.0200,3.4500 , 8.6600,425,54095,33.109 ,0.81,201.00,0.0200,N/A ,None
tlgy acquisition corp cl a,TLGY,10.18,"10.18,10.18",10.18,10.13 x 800,None,10.18 , 10.18,9.67 , 10.50,146,47528,292.675 ,N/A,N/A,N/A,N/A ,None
tlgy acquisition corp wt,TLGYW,0.0301,"0.0300,0.0300",0.0301,0.0166 x 1100,None,0.0301 , 0.0301,0.0301 , 0.0301,100,N/A,N/A,N/A,N/A,N/A,N/A ,None
talis biomedical corp,TLIS,0.6332,"0.6900,0.6900",0.6701,0.6300 x 1400,None,0.6311 , 0.6999,0.6110 , 6.4520,73584,219498,16.855 ,N/A,N/A,-6.3320,N/A ,None
tilray brands inc,TLRY,3.8100,"3.8200,3.8200",3.9500,3.8000 x 38500,None,3.6500 , 3.9650,2.6500 , 13.9500,20050370,24289543,2.329 ,N/A,9.07,0.4200,N/A ,None
telos corp,TLS,10.35,"10.01,10.01",10.20,9.80 x 1400,None,9.88 , 10.40,6.54 , 26.80,303481,454726,699.597 ,N/A,N/A,-0.65,N/A ,None
tiziana life sciences ltd,TLSA,0.6795,"0.6349,0.6349",0.6500,0.6600 x 1400,None,0.6000 , 0.6892,0.5300 , 1.6000,53798,55075,69.495 ,N/A,N/A,-0.2390,N/A ,None
20+ year treas bond ishares etf,TLT,94.22,"95.83,95.83",95.10,94.27 x 800,None,94.22 , 95.65,91.85 , 155.12,22958290,20023793,24.28 ,96.35,N/A,2.34%,None,None
tmc the metals co inc,TMC,0.8870,"0.9000,0.9000",0.9020,0.8800 x 1400,None,0.8610 , 0.9275,0.7900 , 3.9900,1024404,2474040,235.525 ,0.90,N/A,-0.5000,N/A ,None
treace medical concepts inc,TMCI,22.04,"21.98,21.98",22.42,8.77 x 1100,None,21.34 , 22.42,12.48 , 25.02,219447,321998,1.221 ,N/A,N/A,-0.52,N/A ,None
tmc the metals co inc wt,TMCWW,0.1410,"0.1300,0.1300",0.1403,0.1250 x 900,None,0.1403 , 0.1410,0.1000 , 1.0200,5311,61518,N/A,N/A,N/A,N/A,N/A ,None
titan medical inc,TMDI,0.4679,"0.4600,0.4600",0.4621,0.4300 x 1200,None,0.4621 , 0.4824,0.3800 , 1.7100,16863,173139,53.024 ,3.66,N/A,-0.0840,N/A ,None
transmedics group inc,TMDX,55.96,"45.13,45.13",56.45,54.85 x 1000,None,53.44 , 58.86,10.00 , 58.86,1643457,432939,1.781 ,1.54,N/A,-1.69,N/A ,None
tastemaker acquisition corp cl a,TMKR,10.03,"10.03,10.03",10.03,10.03 x 36200,None,10.03 , 10.04,9.80 , 10.05,70657,145157,346.035 ,N/A,24.46,0.41,N/A ,None
tastemaker acquisition corp,TMKRU,10.12,"10.10,10.10",10.04,4.05 x 1000,None,10.03 , 10.12,9.34 , 10.22,5042,5293,N/A,N/A,50.85,0.20,N/A ,None
tastemaker acquisition corp wt,TMKRW,0.2104,"0.1800,0.1800",0.6713,0.6701 x 900,None,0.1800 , 0.2200,0.1800 , 0.2200,28239,N/A,N/A,N/A,N/A,N/A,N/A ,None
turmeric acquisition corp cl a,TMPM,10.03,"10.04,10.04",10.04,0.00 x 29200,None,10.03 , 10.04,9.74 , 10.49,15659,26370,126.721 ,N/A,83.58,0.12,N/A ,None
turmeric acquisition corp,TMPMU,9.99,"9.99,9.99",9.99,0.00 x 2200,None,9.99 , 9.99,9.85 , 10.50,2213,5655,N/A,N/A,169.32,0.06,N/A ,None
turmeric acquisition corp wt,TMPMW,0.0001,"0.0001,0.0001",0.7501,0.4400 x 1300,None,0.0001 , 0.0002,0.0001 , 0.0002,3358,N/A,N/A,N/A,N/A,N/A,N/A ,None
t-mobile us,TMUS,148.83,"148.17,148.17",148.50,148.83 x 800,None,146.15 , 149.71,101.51 , 154.38,6815771,4830621,185.167 ,0.51,121.00,1.23,N/A ,None
tandem diabetes care,TNDM,35.72,"36.77,36.77",37.53,35.67 x 1800,None,33.51 , 37.64,33.51 , 155.86,4243488,1244253,2.294 ,0.97,446.50,0.08,N/A ,None
tango therapeutics inc,TNGX,7.63,"7.49,7.49",7.49,4.80 x 800,None,7.30 , 7.72,3.18 , 14.31,157955,213629,671.953 ,0.78,N/A,-0.97,N/A ,None
tenon medical inc,TNON,1.9600,"2.0100,2.0100",2.0200,1.0000 x 900,None,1.9200 , 2.0300,1.1400 , 59.8900,12382,79828,22.024 ,N/A,N/A,-9.7080,N/A ,None
tonix pharm holdings,TNXP,0.4501,"0.4550,0.4550",0.4600,0.4500 x 1300,None,0.4444 , 0.4600,0.4400 , 19.5200,656988,2640014,25.094 ,1.75,N/A,-7.5030,N/A ,None
tenaya therapeutics inc,TNYA,1.9300,"2.3500,2.3500",2.3400,1.9200 x 1100,None,1.9200 , 2.3816,1.9200 , 32.0000,124257,157946,79.834 ,N/A,N/A,-3.2650,N/A ,None
talon 1 acquisition corp cl a,TOAC,10.27,"10.26,10.26",10.26,10.26 x 1000,None,10.26 , 10.27,9.87 , 10.27,5944,19467,295.263 ,N/A,N/A,N/A,N/A ,None
talon 1 acquisition corp,TOACU,10.27,"10.27,10.27",10.25,7.79 x 1200,None,10.25 , 10.27,9.95 , 10.27,10926,1444,N/A,N/A,N/A,N/A,N/A ,None
talon 1 acquisition corp wt,TOACW,0.0080,"0.0200,0.0200",N/A,N/A x N/A,None,0.0071 , 0.0100,0.0071 , 0.0100,18300,N/A,N/A,N/A,N/A,N/A,N/A ,None
the oncology institute inc,TOI,3.4100,"3.5600,3.5600",3.5800,1.3900 x 900,None,3.2800 , 3.5800,3.2800 , 12.6600,127068,137778,250.62 ,1.84,113.67,0.0300,N/A ,None
the oncology institute inc wt,TOIIW,0.4000,"0.4700,0.4700",0.4331,0.3705 x 900,None,0.2940 , 0.4700,0.2940 , 0.4700,49793,N/A,N/A,N/A,N/A,N/A,N/A ,None
tomi environmental solutions inc,TOMZ,0.7100,"0.7001,0.7001",0.7051,0.7200 x 1800,None,0.7050 , 0.7500,0.5600 , 2.3500,24193,688782,14.032 ,-3.34,N/A,-0.1960,N/A ,None
zhong yang financial group limited,TOP,4.4800,"4.6000,4.6000",4.5100,4.4100 x 1200,None,4.2601 , 4.6550,3.6000 , 50.9700,131074,712223,157.024 ,N/A,44.80,0.1000,N/A ,None
top ships inc,TOPS,4.0500,"4.0700,4.0700",4.0200,3.9300 x 800,None,3.9001 , 4.1976,2.1500 , 32.8000,180209,2365114,14.357 ,0.19,0.83,4.8900,N/A ,None
tuniu corporatio adr,TOUR,0.7598,"0.6926,0.6926",0.7550,0.7210 x 800,None,0.7107 , 0.7600,0.4560 , 1.4950,175647,167570,93.983 ,1.54,N/A,-0.1480,N/A ,None
towne bank,TOWN,32.95,"32.24,32.24",32.55,13.21 x 900,None,32.37 , 33.06,26.18 , 34.79,124716,141510,2.397 ,0.96,13.08,2.52,0.92 ,2.79
tpb acquisition corp i cl a,TPBA,9.89,"9.90,9.90",9.90,9.89 x 2200,None,9.89 , 9.90,9.53 , 10.24,427,86459,222.974 ,N/A,N/A,N/A,N/A ,None
tpb acquisition corp i,TPBAU,10.04,"10.04,10.04",10.07,9.71 x 2900,None,10.04 , 10.06,9.71 , 11.36,1,906,N/A,N/A,N/A,N/A,N/A ,None
tpb acquisition corp i wt,TPBAW,0.6330,"0.5999,0.5999",N/A,N/A x N/A,None,0.6330 , 0.6331,0.6330 , 0.6331,1400,N/A,N/A,N/A,N/A,N/A,N/A ,None
tpg inc cl a,TPG,31.94,"30.26,30.26",30.27,31.90 x 1300,None,30.27 , 32.22,23.09 , 35.40,408680,556909,9.866 ,N/A,1.26,25.37,1.56 ,4.92
tpi composites inc,TPIC,10.50,"10.00,10.00",10.77,10.00 x 1800,None,9.80 , 11.04,8.46 , 31.69,1921194,837151,391.514 ,1.72,N/A,-5.00,N/A ,None
tempest therapeutics inc,TPST,1.9300,"2.0300,2.0300",2.1300,1.8700 x 900,None,1.8800 , 2.0400,1.4900 , 12.3000,9155,25385,20.108 ,N/A,0.24,7.9500,N/A ,None
ultrapro qqq etf,TQQQ,17.95,"17.15,17.15",18.13,17.88 x 45100,None,16.85 , 18.35,16.32 , 91.68,380263749,204241121,10.29 ,18.21,N/A,0.00%,None,None
lendingtree inc,TREE,25.11,"24.20,24.20",24.47,25.13 x 1000,None,24.27 , 26.63,20.05 , 156.38,399169,287690,321.056 ,1.73,14.35,1.75,N/A ,None
entrada therapeutics inc,TRDA,22.05,"21.88,21.88",21.85,21.20 x 800,None,21.71 , 22.40,5.12 , 36.85,13645,60540,691.675 ,N/A,N/A,-4.68,N/A ,None
trinity bio adr,TRIB,1.2400,"1.2000,1.2000",1.1500,1.1900 x 900,None,1.1329 , 1.2400,0.8600 , 2.1000,37582,31642,47.253 ,1.34,31.00,0.0400,N/A ,None
trinity capital inc,TRIN,11.00,"11.31,11.31",11.10,10.60 x 1000,None,10.42 , 11.32,10.42 , 20.26,630867,255196,384.927 ,N/A,5.47,2.01,1.80 ,14.96
trinity capital inc 7.00% notes due 2025,TRINL,24.70,"24.98,24.98",24.87,24.68 x 800,None,24.68 , 25.00,24.47 , 26.00,10605,31267,N/A,N/A,N/A,N/A,N/A ,None
tripadvisor inc,TRIP,23.72,"23.17,23.17",23.68,23.69 x 2200,None,23.22 , 24.31,16.87 , 37.21,2541649,1863332,3.317 ,1.29,N/A,-0.74,N/A ,None
troika media group inc,TRKA,0.2517,"0.2558,0.2558",0.2590,0.2450 x 3000,None,0.2415 , 0.2719,0.2415 , 2.3300,20305,243384,16.162 ,N/A,N/A,-0.4270,N/A ,None
trimble navigation,TRMB,53.79,"52.06,52.06",53.28,52.56 x 1100,None,52.58 , 53.94,49.99 , 90.19,1982497,1087426,13.321 ,1.57,26.37,2.04,N/A ,None
troika media group inc wt,TRKAW,0.0549,"0.0590,0.0590",0.3996,0.3800 x 2900,None,0.0549 , 0.0590,0.0549 , 0.0590,454,N/A,N/A,N/A,N/A,N/A,N/A ,None
torm plc cl a,TRMD,29.90,"29.17,29.17",29.79,29.89 x 800,None,29.13 , 30.09,6.17 , 30.09,300575,310125,2.501 ,0.09,26.00,1.15,1.16 ,4.41
trustmark corp,TRMK,37.18,"36.22,36.22",36.52,36.27 x 800,None,36.31 , 37.22,26.67 , 37.22,168690,223257,2.275 ,0.82,17.37,2.14,0.92 ,2.51
tremor international ltd adr,TRMR,7.66,"7.61,7.61",7.97,6.80 x 800,None,7.57 , 7.97,6.49 , 22.25,135165,149057,565.386 ,1.64,11.61,0.66,N/A ,None
transcat inc,TRNS,74.14,"72.17,72.17",73.48,69.95 x 800,None,72.24 , 74.33,50.32 , 101.05,15069,34032,559.577 ,0.77,51.49,1.44,N/A ,None
corner growth acquisition corp 2 cl a,TRON,10.15,"10.17,10.17",10.15,10.16 x 2900,None,10.16 , 10.17,9.78 , 11.42,13,6353,122.118 ,N/A,N/A,N/A,N/A ,None
corner growth acquisition corp 2 wt,TRONW,0.0130,"0.0128,0.0128",0.8801,0.7001 x 800,None,0.0120 , 0.0131,0.0120 , 0.0131,9900,N/A,N/A,N/A,N/A,N/A,N/A ,None
troops inc,TROO,1.9700,"1.9800,1.9800",2.0000,1.9200 x 1200,None,1.8670 , 2.0000,0.9800 , 7.7400,4397,19492,200.148 ,1.29,N/A,-0.0830,N/A ,None
t rowe price group,TROW,102.83,"101.22,101.22",102.49,102.77 x 800,None,100.85 , 104.42,93.53 , 223.36,3091043,1688081,22.979 ,1.30,11.79,8.72,4.80 ,4.50
trimas corp,TRS,24.85,"23.91,23.91",24.12,22.50 x 1000,None,24.05 , 24.85,21.41 , 38.72,144462,109457,1.043 ,0.66,17.62,1.41,0.16 ,0.67
trustco bank corp ny,TRST,37.22,"36.59,36.59",36.75,21.00 x 800,None,36.51 , 37.26,29.50 , 37.47,71248,68056,709.115 ,0.91,10.11,3.68,1.40 ,3.77
truecar inc,TRUE,2.1800,"2.0800,2.0800",2.1400,2.0900 x 1400,None,2.0775 , 2.2150,1.3000 , 4.1700,494984,446637,197.565 ,1.19,N/A,-0.4380,N/A ,None
trupanion inc,TRUP,45.45,"44.00,44.00",40.88,39.00 x 1800,None,40.77 , 45.75,40.77 , 158.25,1635206,558110,1.852 ,1.93,N/A,-0.79,N/A ,None
trivago nv adr,TRVG,1.2400,"1.2000,1.2000",1.2300,1.1800 x 1300,None,1.1700 , 1.2800,0.9300 , 3.2000,709074,424400,446.618 ,N/A,62.00,0.0200,N/A ,None
trevi therapeutics inc,TRVI,1.9900,"2.0300,2.0300",2.0600,1.9000 x 1200,None,1.9594 , 2.1200,0.4600 , 4.6830,16496,292146,116.062 ,0.63,N/A,-1.2810,N/A ,None
trevena inc,TRVN,0.1803,"0.1840,0.1840",0.1860,0.1800 x 1200,None,0.1770 , 0.1860,0.1500 , 1.0500,259532,723525,31.315 ,1.87,N/A,-0.3530,N/A ,None
telesat corp cl a,TSAT,7.97,"8.31,8.31",8.53,3.24 x 2200,None,7.97 , 8.38,6.61 , 56.54,11677,49393,397.849 ,N/A,5.78,1.38,N/A ,None
timberland bancorp,TSBK,33.23,"32.00,32.00",32.00,13.28 x 1300,None,32.00 , 33.32,24.05 , 33.32,12520,13459,274.138 ,0.93,12.35,2.69,0.88 ,2.91
tractor supply company,TSCO,206.56,"211.31,211.31",213.01,203.00 x 900,None,202.54 , 213.13,166.49 , 241.54,1853409,1184473,22.928 ,0.86,22.45,9.20,3.68 ,1.67
tower semiconductor,TSEM,40.12,"40.25,40.25",40.88,40.20 x 1100,None,39.73 , 40.88,31.04 , 49.13,795433,443090,4.393 ,1.01,21.69,1.85,N/A ,None
taysha gene therapies inc,TSHA,1.9900,"1.9500,1.9500",2.0200,1.9500 x 800,None,1.9600 , 2.1100,1.3500 , 16.4100,2205473,2058671,96.235 ,1.40,N/A,-5.0760,N/A ,None
tishman speyer innovation corp ii cl a,TSIB,10.00,"10.00,10.00",10.00,0.00 x 3100,None,10.00 , 10.02,9.69 , 10.02,34409,195192,375 ,N/A,20.41,0.49,N/A ,None
tishman speyer innovation corp ii,TSIBU,10.00,"10.00,10.00",10.00,4.00 x 1400,None,10.00 , 10.00,9.75 , 10.15,535,5890,N/A,N/A,33.78,0.30,N/A ,None
tishman speyer innovation corp ii wt,TSIBW,0.0327,"0.0327,0.0327",0.8700,0.8400 x 2200,None,0.0300 , 0.0327,0.0300 , 0.0327,234,N/A,N/A,N/A,N/A,N/A,N/A ,None
graniteshares 1.25x long tesla daily etf,TSL,15.99,"16.79,16.79",17.38,15.90 x 800,None,15.82 , 17.55,15.38 , 27.41,2642,9129,N/A,N/A,N/A,N/A,None,None
tesla inc,TSLA,207.47,"215.31,215.31",222.60,207.06 x 800,None,203.08 , 223.80,198.59 , 413.29,97214355,71046970,655.138 ,2.13,64.43,3.22,N/A ,None
graniteshares 1x short tsla daily etf,TSLI,32.89,"31.67,31.67",30.57,15.84 x 800,None,30.57 , 33.43,23.06 , 34.20,12894,5243,N/A,N/A,N/A,N/A,None,None
direxion daily tsla bull 1.5x shares,TSLL,14.46,"15.29,15.29",16.09,14.41 x 1000,None,13.98 , 16.17,13.57 , 28.08,2210368,1185651,57.17 ,16.67,N/A,N/A,None,None
axs tsla bear daily etf,TSLQ,52.38,"50.47,50.47",48.81,52.45 x 800,None,48.58 , 53.39,36.25 , 54.79,1390115,1356521,59.44 ,50.60,N/A,N/A,None,None
direxion daily tsla bear 1x shares,TSLS,33.03,"31.77,31.77",30.73,32.98 x 1200,None,30.58 , 33.58,22.79 , 34.47,162840,162247,8.68 ,31.85,N/A,N/A,None,None
tusimple holdings inc cl a,TSP,2.5800,"2.8500,2.8500",2.9000,2.5700 x 3100,None,2.5300 , 2.9000,2.5300 , 43.7900,15618228,3004492,580.75 ,N/A,N/A,-2.1920,N/A ,None
